id,"name","address","description",city_id,"created_at","updated_at","deleted_at"
1,"Continental Motors","191/1, Rahman's Regnum Center, Ground Floor, Bit Uttam Mir Shawkat Road  Tejgaon C/A,","Continental Motors is a premium luxury car importer that aims to serve those who truly appreciate luxury automobiles. We primarily import high end cars of the highest grades. Working closely with some of the biggest Automobile manufacturers of the world, we offer the best selection and also the most extensive customization options. We also have the necessary software, training and technical know-how to provide full service support for all European manufacturers. This makes Continental Motors the only luxury high end automobile importer in Bangladesh that provides full warranty on all vehicles imported with complete technical capacity.",1,"2019-12-08 13:00:25","2019-12-08 13:00:25",NULL
